date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,station_id
23-06-2018,24.8,33.6,28.6,74,0,4.3,5,80,2,E,96933
24-06-2018,25.4,33.8,28.8,73,0,8,6,90,3,E,96933
25-06-2018,25.9,33,28.7,74,0,8.8,4,100,2,N,96933
26-06-2018,24.4,33.2,28.1,75,,7,5,110,1,N,96933
27-06-2018,24.2,34,28.5,69,0,4.6,5,100,1,N,96933
28-06-2018,24.9,34,28.6,70,0,9.3,5,110,1,E,96933
29-06-2018,23.8,33.6,27.8,70,0,8.6,7,100,1,N,96933
30-06-2018,23.8,34.2,27.8,72,0,8.9,5,140,1,N,96933
01-07-2018,23.5,34.3,28,67,0,9,4,130,2,E,96933
02-07-2018,23.6,33.5,28.1,68,0,9.1,5,70,1,N,96933
03-07-2018,22.8,34,27.8,67,0,8.1,5,120,1,N,96933
04-07-2018,24.4,33.8,28.5,72,0,6.6,4,150,1,N,96933
05-07-2018,23.6,33.5,27.9,65,0,6.5,5,120,2,N,96933
06-07-2018,21.6,33.2,26.8,65,0,8.5,5,90,2,N,96933
07-07-2018,22.4,32.4,26.8,70,0,8.1,5,110,2,E,96933
08-07-2018,23.2,33.6,27.5,68,,8,6,120,2,N,96933
09-07-2018,23.6,33.4,27.5,72,0,9.6,5,120,2,E,96933
10-07-2018,23.3,33.4,27.4,70,0,9.2,6,100,2,E,96933
11-07-2018,23,32.5,27,70,0,9.2,4,60,2,N,96933
12-07-2018,22.8,33.4,27.3,71,,8.8,4,110,2,E,96933
13-07-2018,23,33.1,27.2,69,0,8.8,4,80,1,N,96933
14-07-2018,22.6,32.6,27,71,0,5.7,5,60,2,N,96933
15-07-2018,23,33,27.3,67,0,8.2,4,120,2,E,96933
16-07-2018,22.5,32.5,26.6,68,0,7.1,4,70,2,N,96933
17-07-2018,22.5,32.8,27,70,0,9,5,130,2,SE,96933
18-07-2018,23.2,33,27.6,72,0,9.2,6,110,2,E,96933
19-07-2018,23.8,33.6,27.8,70,,8.5,6,90,2,E,96933
20-07-2018,23.8,33.6,28.2,71,0,9.1,5,130,2,SE,96933
21-07-2018,23.8,34.4,28.2,71,0,9.3,5,80,2,E,96933
22-07-2018,24.1,34.4,28.5,73,0,7.4,5,70,2,E,96933
23-07-2018,24.8,33.9,28.8,71,0,8.4,7,100,2,E,96933
24-07-2018,23.5,33.4,27.2,71,0,9.2,7,100,2,E,96933
25-07-2018,22.7,32.8,27,67,0,9.5,6,100,2,E,96933
26-07-2018,22,33.7,26.8,67,0,8.8,4,70,2,E,96933
27-07-2018,22.2,33.2,26.9,68,0,9.3,5,100,1,N,96933
28-07-2018,21.8,33.8,27.6,69,0,9.2,5,120,1,N,96933
29-07-2018,21.2,34,27.4,69,0,9.2,4,100,1,N,96933
30-07-2018,23.2,34.7,27.8,70,0,9,5,80,2,E,96933
31-07-2018,23.1,34.5,28,69,0,8.8,5,90,2,E,96933
01-08-2018,23.4,33.6,28,69,,8.5,4,110,2,N,96933
02-08-2018,23.6,32.7,27.1,64,,8.6,6,100,2,N,96933
03-08-2018,21.6,32.6,25.9,65,0,8.6,5,160,1,N,96933
04-08-2018,21.8,32.2,25.6,67,0,8.2,5,140,2,SE,96933
05-08-2018,21.2,31.9,26,68,0,7.8,5,110,2,N,96933
06-08-2018,21.4,32.5,26,64,0,8,5,110,2,N,96933
07-08-2018,21.4,33.1,26.3,68,0,8.4,6,100,2,SE,96933
08-08-2018,22.3,32.8,28.1,69,0,8.4,6,130,2,E,96933
09-08-2018,24.7,33.4,28.4,68,0,8.5,5,130,3,SE,96933
10-08-2018,24.4,33.2,28.1,71,0,8,5,30,2,SE,96933
11-08-2018,23.2,33.2,27.2,73,0,7,7,90,2,E,96933
12-08-2018,23,33.4,28,67,0,8.1,7,120,2,E,96933
13-08-2018,23.7,34.2,27.6,71,0,9.2,7,110,2,E,96933
14-08-2018,23.8,32.9,28,67,0,8.6,6,110,3,E,96933
15-08-2018,23.8,33,28.1,64,,8.5,6,90,2,E,96933
16-08-2018,22.4,33,27.2,60,0,8,6,100,2,N,96933
17-08-2018,21.6,33.2,26.7,61,0,8.1,6,100,2,SE,96933
18-08-2018,21.8,32.6,26.4,67,0,8.7,5,120,2,E,96933
19-08-2018,22.2,32.9,27.3,67,0,9.2,8,80,3,E,96933
20-08-2018,23.6,33.4,28.2,69,0,9.2,6,110,2,SE,96933
21-08-2018,24,33.7,28.1,70,0,9.3,6,110,2,E,96933
22-08-2018,24.2,33.6,28.5,67,,8.2,5,110,2,E,96933
23-08-2018,23.2,34,27.6,64,0,8.2,5,70,2,E,96933
24-08-2018,23.5,33.4,27.9,64,0,4,5,120,2,N,96933
25-08-2018,22.4,32.2,27.1,63,0,9.4,5,130,2,E,96933
26-08-2018,23.2,33.5,27.4,70,0,8.9,6,100,2,SE,96933
27-08-2018,23.5,33.4,27.9,72,0,8.2,5,110,2,E,96933
28-08-2018,24.8,34,29.1,66,0,8.3,7,120,2,E,96933
29-08-2018,24.4,33.9,28.9,66,,8.8,6,100,2,N,96933
30-08-2018,24.1,33,27.9,71,45.2,5.8,5,150,2,N,96933
31-08-2018,24.6,34,28.7,68,0,8.6,4,100,2,N,96933
01-09-2018,24.5,33,28.2,72,0,9,23,330,3,E,96933
02-09-2018,24.5,33.3,28.5,72,0,5.8,4,100,1,N,96933
03-09-2018,24.4,33.4,27.9,64,0,7,5,90,2,E,96933
04-09-2018,22.8,33.5,27.8,65,0,9,5,70,1,N,96933
05-09-2018,23.4,33.6,28,62,0,8.5,6,120,2,E,96933
06-09-2018,23.8,34.3,28.5,62,0,0,7,160,3,E,96933
07-09-2018,24.4,34,29.5,64,0,8.8,7,100,2,E,96933
08-09-2018,24.2,35.2,29.4,63,0,8.7,6,100,1,E,96933
09-09-2018,24.2,34.8,28.4,64,0,8.8,8,80,3,E,96933
10-09-2018,24.5,34.4,29,63,0,8.6,9,120,3,SE,96933
11-09-2018,24.2,34.9,28.6,65,0,8.7,7,100,2,E,96933
12-09-2018,24.6,35.2,29.3,60,0,8.8,5,80,2,N,96933
13-09-2018,22.8,24.8,28,58,0,8.8,5,310,2,N,96933
14-09-2018,23,33.2,27.5,65,0,8.8,5,130,2,N,96933
15-09-2018,23.1,33.4,27.3,64,,8.6,6,70,2,SE,96933
16-09-2018,23,34.4,27.8,64,0,8.7,9,100,2,N,96933
17-09-2018,23.7,34.4,28.6,67,0,8.2,4,110,2,SE,96933
18-09-2018,24,34.6,28.6,66,0,,8,120,2,E,96933
19-09-2018,25,35.2,29.1,69,,8.5,4,50,2,N,96933
20-09-2018,26.4,32.5,28.8,72,0,4.8,3,340,1,N,96933
21-09-2018,26,34.8,29.7,67,0,0.3,4,210,2,E,96933
22-09-2018,26.1,34,29.7,67,0,8.7,5,140,2,E,96933
23-09-2018,25,35.4,29.8,59,0,8,8,110,2,E,96933
24-09-2018,25,35.5,29.9,60,0,9,7,120,2,E,96933
25-09-2018,25,35.8,29.2,65,0,8.9,6,90,2,E,96933
26-09-2018,25.4,35.3,29.7,64,,8.8,5,130,2,SE,96933
27-09-2018,25,34.8,29.1,59,0,8,6,60,2,E,96933
28-09-2018,23.4,34.4,29.1,59,0,8.7,6,120,2,E,96933
29-09-2018,24.8,34.4,29.1,66,0,8.8,6,120,3,SE,96933
30-09-2018,24.7,34.4,29.4,66,0,9,8,110,4,E,96933
01-10-2018,25.8,35.3,30,67,0,9.2,6,100,2,E,96933
02-10-2018,26,35.2,30.2,69,0,8.6,5,70,2,E,96933
03-10-2018,26.8,35,30,69,,8.8,5,120,2,E,96933
04-10-2018,26.5,34.4,29.6,65,0,7.2,7,110,4,SE,96933
05-10-2018,27.2,35.2,30.3,65,0,6.1,6,100,3,E,96933
06-10-2018,25.1,34.2,28.7,67,0,8.9,6,80,2,SE,96933
07-10-2018,24.7,35,29.6,64,0,7.8,8,130,3,SE,96933
08-10-2018,24,35.7,29.3,63,0,8.3,8,140,2,N,96933
09-10-2018,25.2,35.7,29.9,63,0,9,6,110,2,E,96933
10-10-2018,25,35.4,30.1,62,,9,6,130,2,SE,96933
11-10-2018,25,36.5,30.1,61,0,8.9,8,80,3,SE,96933
12-10-2018,25,35.5,30.1,66,0,9.3,4,100,1,N,96933
13-10-2018,26,35.6,30.4,65,0,8.3,5,100,1,N,96933
14-10-2018,25.8,36,29.7,65,0,4.8,4,90,1,N,96933
15-10-2018,25.8,36.4,30.8,63,0,9,5,100,2,N,96933
16-10-2018,25.8,35.9,30.7,60,0,9,5,120,1,N,96933
17-10-2018,26.2,36.3,30.4,64,0,9.3,4,90,2,NE,96933
18-10-2018,25.7,35.8,31,66,0,8.5,6,110,2,N,96933
19-10-2018,26.3,34.7,30.2,63,0,9,5,50,2,N,96933
20-10-2018,25,35.4,30.1,61,0,9.2,4,70,1,N,96933
21-10-2018,25.9,35.6,30.2,65,0,5.4,4,110,2,E,96933
22-10-2018,25.6,36.6,30.4,63,0,4.6,4,100,2,N,96933
23-10-2018,26,36.5,31,63,0,9.9,6,90,1,N,96933
24-10-2018,27.2,36.7,30.8,68,,9.3,4,50,1,N,96933
25-10-2018,26.8,35.8,30.8,65,0,8.8,5,80,1,N,96933
26-10-2018,25.6,36.2,30.8,63,,9,4,90,2,E,96933
27-10-2018,26,36.2,30.7,62,0,9.2,6,60,2,N,96933
28-10-2018,26.4,35.4,31.1,64,0,9.8,5,110,2,N,96933
29-10-2018,25.6,32.2,29.2,71,0,7.9,4,120,1,N,96933
30-10-2018,26.8,35.8,31,59,0,0.5,4,100,2,N,96933
31-10-2018,26,36.1,30.3,61,0,9.6,7,100,2,E,96933
01-11-2018,26.5,35.2,30.5,61,0,9,5,110,2,E,96933
02-11-2018,26.4,33.9,30.2,65,0,7.8,7,120,2,E,96933
03-11-2018,27.5,37.2,31.8,63,,3.8,7,180,3,N,96933
04-11-2018,27.1,36.4,31.9,61,0,9.5,4,80,2,N,96933
05-11-2018,27.2,35,31.1,68,0,8.6,7,120,2,E,96933
06-11-2018,28.1,33.8,30.3,71,0,6.3,4,60,1,N,96933
07-11-2018,26.6,35,30,74,0,1.2,4,340,1,N,96933
08-11-2018,25.8,32.3,29.2,79,16.8,2.8,3,320,1,N,96933
09-11-2018,26,32.1,28,82,1,1.2,4,70,1,N,96933
10-11-2018,26.1,35,29.9,73,1,1.8,3,90,1,N,96933
11-11-2018,25.8,35.2,29.7,75,,4.8,4,350,1,N,96933
12-11-2018,26.4,35,30.1,73,0,8.5,4,320,1,N,96933
13-11-2018,26,33.2,29.6,77,21.2,2.8,3,350,1,N,96933
14-11-2018,26.2,35.6,30.5,71,,2.2,5,40,1,N,96933
15-11-2018,27,35.1,30.2,73,0,8.1,6,10,2,N,96933
16-11-2018,27,37.1,31.7,64,0,3,5,100,2,N,96933
17-11-2018,27.6,36.7,31.7,64,0,9.6,5,90,1,N,96933
18-11-2018,25.8,35.5,31,72,6,8.7,3,320,1,N,96933
19-11-2018,25.8,35.4,30.3,73,13.6,7.3,3,340,1,N,96933
20-11-2018,26.8,35.8,30.8,69,0,5.7,5,320,1,N,96933
21-11-2018,26.1,35.5,29.5,71,,9.5,4,350,1,N,96933
22-11-2018,25.8,34.6,30.3,67,2.3,9.4,5,150,1,N,96933
23-11-2018,26,35.2,31.1,60,0,7.4,5,100,2,SE,96933
24-11-2018,26.3,34.1,30.1,67,0,9,4,320,1,N,96933
25-11-2018,25.4,34.3,29.3,76,28.3,2.5,4,320,1,N,96933
26-11-2018,25.4,31,27.9,84,18.3,2.4,2,360,0,N,96933
27-11-2018,24.4,32,28,82,34.1,0.5,3,20,1,N,96933
28-11-2018,25.8,32.4,28.7,79,0,4.6,2,150,1,N,96933
29-11-2018,26,35,29.4,78,0,3.8,5,80,1,N,96933
30-11-2018,25.6,32.5,28.1,81,5.2,6.4,3,340,1,N,96933
01-12-2018,25.6,32.4,28.7,78,,1.2,3,320,1,N,96933
02-12-2018,25.2,34.1,30.1,72,18,2.5,4,70,1,N,96933
03-12-2018,25.2,32.5,28.4,82,20.4,7.4,3,130,1,N,96933
04-12-2018,25.2,35.3,30.6,71,0,1,4,60,1,N,96933
05-12-2018,25.6,32.2,28.2,84,1.2,7.6,3,70,1,N,96933
06-12-2018,26,33.6,29.5,78,0,3,4,350,1,N,96933
07-12-2018,26.2,35.4,30.1,76,0,2.8,3,350,1,N,96933
08-12-2018,26.6,35,30.4,78,0,7.2,3,330,1,N,96933
09-12-2018,26.6,34.4,29.3,77,0,2,4,350,0,N,96933
10-12-2018,26.7,35.1,30.6,74,,3.5,4,350,1,N,96933
11-12-2018,26.2,33.8,29.8,79,,6.2,3,340,1,C,96933
12-12-2018,26.5,33.2,29.3,83,19.1,1.5,4,240,1,C,96933
13-12-2018,25.4,30,27.6,88,4.1,2,2,320,1,C,96933
14-12-2018,24.8,32,28.1,81,3.4,0.2,4,40,1,N,96933
15-12-2018,26.2,34.3,29.1,79,0.5,3.2,3,340,1,N,96933
16-12-2018,26,33.5,29.9,78,9.9,7,3,290,1,N,96933
17-12-2018,26.1,34.4,30.2,70,0,1,4,130,1,N,96933
18-12-2018,26.6,35.5,30.3,66,0,6.2,4,310,1,N,96933
19-12-2018,26.8,33.4,29.8,74,0.6,8.4,5,70,1,C,96933
20-12-2018,26.3,32.4,29.1,79,11.4,6,3,340,1,C,96933
21-12-2018,26.2,32.2,29.2,78,0,1.2,4,320,1,C,96933
22-12-2018,25.3,33.8,27.9,84,24.8,1,3,270,0,C,96933
23-12-2018,25.3,33.5,28.6,83,46,4.8,3,330,1,C,96933
24-12-2018,25.3,31.2,28.2,76,6,1,3,330,1,C,96933
25-12-2018,25.6,31,26.7,85,,0,5,90,1,C,96933
26-12-2018,24.8,32.5,27.3,86,15.7,0.3,2,340,0,C,96933
27-12-2018,25,34.4,29.1,76,18.2,0.9,5,310,1,C,96933
28-12-2018,24.3,33.9,28.9,73,14.8,3.7,2,140,0,C,96933
29-12-2018,24.7,34.4,29.9,70,0,0.4,3,320,1,C,96933
30-12-2018,27.1,33.8,30,72,0,5.2,2,320,0,C,96933
31-12-2018,27,33,29.1,75,0,1.1,5,330,1,C,96933
01-01-2019,26.4,33.4,28.9,77,0,1,5,300,1,C,96933
02-01-2019,26,34.4,29,76,0,2.8,3,310,0,C,96933
03-01-2019,25.6,31.4,27.3,83,15.7,7.2,3,210,0,C,96933
04-01-2019,24.8,31.7,27.7,83,2.9,0,4,30,1,C,96933
05-01-2019,25,33,29.1,78,1.6,1.5,4,330,1,C,96933
06-01-2019,26.5,34.4,30.4,74,1.7,4,3,330,1,NW,96933
07-01-2019,27.2,33.8,29.2,80,0,7.9,3,350,1,C,96933
08-01-2019,25,33.8,29.4,77,20,5,4,320,1,C,96933
09-01-2019,26,34,29.7,77,0.6,5.3,4,360,1,C,96933
10-01-2019,27,34.5,29.8,75,1.5,,4,30,2,C,96933
11-01-2019,26.6,34.5,29.7,74,,7.4,4,310,1,C,96933
12-01-2019,25.8,34,28.9,78,,7.2,3,310,1,C,96933
13-01-2019,25.5,34.2,29,76,0,2,3,80,1,C,96933
14-01-2019,25.5,34.4,29.8,76,0,6.5,5,300,2,C,96933
15-01-2019,25.2,35,28.3,81,4,8.2,4,10,1,C,96933
16-01-2019,25.2,31.8,27.7,86,42.6,8.6,3,330,1,C,96933
17-01-2019,24.6,31.5,27.1,89,33,0,3,300,1,C,96933
18-01-2019,24.7,33.2,27.9,84,103.5,2.8,6,20,2,C,96933
19-01-2019,25,32.6,27.5,87,13.7,9,4,300,0,C,96933
20-01-2019,25.4,33.4,28.5,83,65.6,3.7,6,340,1,C,96933
21-01-2019,25.6,34,28.7,82,21.6,7.5,2,210,0,C,96933
22-01-2019,25.5,32.4,27.9,83,0,6.5,5,310,2,W,96933
23-01-2019,24.8,31.7,27.5,83,4.6,0.1,2,230,0,C,96933
24-01-2019,24.3,33.2,27.8,84,17.6,1.3,4,310,1,C,96933
25-01-2019,24.8,32.2,27.7,85,17.2,4.2,3,260,1,C,96933
26-01-2019,25.5,32.4,27.7,84,1.5,3.8,8,40,1,C,96933
27-01-2019,25.8,30.5,27.2,86,2,4.8,3,290,0,C,96933
28-01-2019,24.8,28.6,26.4,90,18.6,1.2,3,300,0,C,96933
29-01-2019,25,30.8,27.4,85,,0,3,320,1,C,96933
30-01-2019,25.8,33.2,28.4,84,0,0.5,2,340,0,C,96933
31-01-2019,25.9,32.5,27.2,84,7.8,7.4,4,280,1,C,96933
01-02-2019,24.4,33.4,27.2,84,13,0.6,6,330,1,C,96933
02-02-2019,24.4,33.2,27.2,85,92.3,3.7,4,330,1,NW,96933
03-02-2019,24.4,33.4,27.5,84,41,2.6,6,320,1,C,96933
04-02-2019,24.6,34,27.5,84,16,8,3,360,1,C,96933
05-02-2019,23.4,33.9,27.8,85,57,6.8,4,330,1,C,96933
06-02-2019,25.8,33,28.5,81,26.8,6.8,5,320,1,C,96933
07-02-2019,24.7,34,27.7,85,8.7,6.2,5,140,1,C,96933
08-02-2019,25.2,32.8,28.4,82,7.7,6.5,3,350,0,C,96933
09-02-2019,25.8,33.6,28.8,82,0,5.2,3,90,1,C,96933
10-02-2019,25.8,33.8,29.4,78,1.6,5.9,6,330,1,C,96933
11-02-2019,25.6,32.8,28.7,80,12.9,6.8,4,30,1,C,96933
12-02-2019,25.8,31.4,27.6,84,7.5,4.2,3,330,1,C,96933
13-02-2019,26,34,29,78,3.4,0.6,5,30,1,C,96933
14-02-2019,26,31,27.8,84,5,8,4,100,1,C,96933
15-02-2019,25.5,33.4,29.1,79,6.5,2,4,80,2,S,96933
16-02-2019,25,34.1,29,79,1.4,8.2,6,300,2,C,96933
17-02-2019,25.4,34.4,29.4,75,0,8.8,3,320,1,C,96933
18-02-2019,26.6,34.2,29.2,76,0.3,8.2,4,150,1,C,96933
19-02-2019,25.7,31.5,28.2,81,0,5.1,3,20,1,S,96933
20-02-2019,26,31.8,28.2,84,,3.2,3,310,1,C,96933
21-02-2019,25.5,31.8,28.1,81,12.4,0.4,4,80,1,C,96933
22-02-2019,25.8,31.2,28.6,80,0,1.5,3,350,1,C,96933
23-02-2019,25,32.7,28.4,79,3,1.7,3,320,1,C,96933
24-02-2019,25.8,34.4,29.4,77,0,4.8,3,320,1,C,96933
25-02-2019,26,34.8,29.7,74,0,5.2,4,70,1,C,96933
26-02-2019,25.8,34.4,30,76,0,4.1,5,70,1,E,96933
27-02-2019,27.6,34.8,30.6,71,0,8.7,6,80,2,E,96933
28-02-2019,27.2,33.3,30,75,0,6.6,5,150,1,C,96933
01-03-2019,26.7,33.1,29.7,77,9.7,3.1,5,80,1,C,96933
02-03-2019,26,32.2,27.5,86,17,5.7,3,70,1,E,96933
03-03-2019,25.7,30.4,27.5,84,2.8,3,2,320,0,C,96933
04-03-2019,26.3,33.2,28.9,80,,0.8,4,80,1,C,96933
05-03-2019,26.8,33.2,29,80,0,2.8,4,300,1,C,96933
06-03-2019,24.8,31,27,86,6.2,4.8,4,320,1,C,96933
07-03-2019,25.2,32,26.3,86,1.5,0.6,4,260,0,C,96933
08-03-2019,24.2,34.4,29.5,71,0.5,0.8,4,220,1,C,96933
09-03-2019,25.8,35.5,28.1,78,0,8.4,3,320,1,C,96933
10-03-2019,25.2,35,28.6,79,19.1,6.5,5,330,1,C,96933
11-03-2019,25.7,32.6,28.6,81,2.8,7.6,5,350,1,C,96933
12-03-2019,26.4,33,28.5,78,0,2,4,340,1,C,96933
13-03-2019,25.8,34.6,28.6,78,3.5,1.7,6,140,1,C,96933
14-03-2019,24.8,33.8,27.7,80,19,7.1,3,300,1,C,96933
15-03-2019,25,32.8,28.2,79,0.4,4.2,5,140,1,C,96933
16-03-2019,24.6,34.1,27.6,82,15.5,5.3,5,340,1,C,96933
17-03-2019,25.4,32.8,27.3,83,8.4,6.2,5,340,1,C,96933
18-03-2019,24.5,33,27.2,87,25.6,4.6,2,300,0,C,96933
19-03-2019,25,32.7,28.1,83,31.8,6.4,8,320,1,C,96933
20-03-2019,25.6,32.4,28.6,81,1.3,6.9,5,320,1,C,96933
21-03-2019,26,32.6,28.5,83,0,6.5,4,290,1,C,96933
22-03-2019,26.2,34,29.1,82,2.3,5,4,250,1,C,96933
23-03-2019,25.8,34.4,29.3,80,3,7.2,5,310,1,C,96933
24-03-2019,26.4,28.9,27.3,84,1.5,5,3,340,0,C,96933
25-03-2019,25.8,32.8,28.9,81,,0,4,340,1,C,96933
26-03-2019,26,32.5,28.7,80,1,7.2,5,90,1,C,96933
27-03-2019,26.2,32.4,29.1,80,2.5,2.5,3,320,1,C,96933
28-03-2019,26.8,32,28.3,83,3,2.3,5,320,1,C,96933
29-03-2019,24.4,33.2,28.6,80,5.1,3,3,300,1,C,96933
30-03-2019,25.2,33.6,29.2,79,0,5.6,4,220,1,C,96933
31-03-2019,25.7,34.2,28.8,78,0,6.2,3,180,1,C,96933
01-04-2019,26,32.8,28.9,81,28,8.3,6,150,1,C,96933
02-04-2019,25.4,32.2,27.9,86,65.5,4.6,3,320,1,C,96933
03-04-2019,26.2,32.4,29.3,76,1,2.6,3,90,1,C,96933
04-04-2019,26.2,32.5,29,80,0,5.7,3,80,1,C,96933
05-04-2019,25.9,33.3,28.8,78,0,4.1,4,330,1,C,96933
06-04-2019,25.8,35.4,29,78,0,4.7,3,330,0,C,96933
07-04-2019,26.1,33.6,28.8,80,1,4.8,4,330,1,C,96933
08-04-2019,25.9,34,29.6,78,16,6.4,4,340,1,C,96933
09-04-2019,26.2,33.5,29.1,78,2.3,8.5,3,50,1,C,96933
10-04-2019,26.2,32,28.4,89,5.6,4,5,90,1,C,96933
11-04-2019,25.6,32.4,28,88,42.5,2,4,100,1,C,96933
12-04-2019,26,33,28.7,80,2.6,4,3,110,1,C,96933
13-04-2019,26,30.6,28,89,0,4.3,2,300,0,C,96933
14-04-2019,26.2,33.4,27.2,89,9,0.2,5,200,0,C,96933
15-04-2019,26,32,28.4,87,30.3,3.9,4,320,0,C,96933
16-04-2019,26.6,32.7,28.7,85,4,1.5,4,90,1,C,96933
17-04-2019,26.4,34,29.4,82,0,2.9,4,340,1,C,96933
18-04-2019,27,34.6,30.4,76,0,6.7,5,100,3,E,96933
19-04-2019,27.8,34.2,30.7,73,,9.2,7,110,3,E,96933
20-04-2019,27.2,34.7,30.3,71,0,9.6,4,110,2,E,96933
21-04-2019,27.8,34.2,30.2,76,0,5.3,6,120,3,E,96933
22-04-2019,27.5,34.6,30.5,74,0,6.8,6,110,2,E,96933
23-04-2019,27.2,35,30.4,72,,6,6,110,3,E,96933
24-04-2019,27,34.4,30.1,72,0,9.6,6,70,2,E,96933
25-04-2019,27,34.4,30,75,0,8.2,5,120,2,C,96933
26-04-2019,26.8,34.2,30,72,3.2,3.6,5,330,1,C,96933
27-04-2019,27,34.2,29.6,78,4.9,6.8,5,60,1,C,96933
28-04-2019,26.9,32.6,28.6,81,0,7.6,4,80,2,C,96933
29-04-2019,24,32.6,27.6,85,45.7,8,3,80,1,C,96933
30-04-2019,25.2,32.7,28.4,83,28.6,1.2,4,340,1,C,96933
01-05-2019,25.8,32.6,28.6,82,1,2.8,3,350,1,C,96933
02-05-2019,26.2,33.5,28.7,83,10.5,1.2,6,90,1,C,96933
03-05-2019,25.8,34,29.4,79,5.1,7.8,3,60,1,C,96933
04-05-2019,25.6,34.2,29.3,76,0,7.2,3,60,1,C,96933
05-05-2019,26,34.4,29.8,72,,8.4,3,80,1,C,96933
06-05-2019,27,34.7,29.6,78,0,8,2,70,1,C,96933
07-05-2019,27,34.5,29.6,76,1.6,7,5,170,1,C,96933
08-05-2019,27,34,29.1,73,0,9,3,70,1,C,96933
09-05-2019,26,33.5,29.2,73,0,7.2,7,110,2,E,96933
10-05-2019,26,34,29.3,72,,8.8,5,80,2,E,96933
11-05-2019,26,34.6,29.2,72,0,7.7,6,120,2,C,96933
12-05-2019,26,34.4,29,73,0,8.8,5,70,2,E,96933
13-05-2019,25,34.1,28.9,73,0,8,4,100,2,E,96933
14-05-2019,26,34,29.8,73,0,9.4,4,70,2,E,96933
15-05-2019,27,34.4,30.2,72,0,8.8,6,100,3,E,96933
16-05-2019,27,33.2,29.4,74,0,8.1,3,80,1,E,96933
17-05-2019,25,33.4,28.4,75,,4.8,3,70,1,C,96933
18-05-2019,25,34.1,28.5,72,0,4,4,120,2,E,96933
19-05-2019,25,34.4,28.5,70,0,6.7,5,70,2,E,96933
20-05-2019,25,33.8,28.6,72,0,9.3,6,60,2,E,96933
21-05-2019,26,34.4,29.3,70,0,9.5,6,70,2,C,96933
22-05-2019,25,34.4,29.7,71,0,9.6,4,110,2,C,96933
23-05-2019,26,34.8,29.7,71,0,9.5,7,100,2,E,96933
24-05-2019,26,34,29.3,71,,9.5,5,140,2,SE,96933
25-05-2019,25,33.5,28.6,70,0,9.5,5,130,2,C,96933
26-05-2019,26,35,29.1,71,0,9.6,5,100,2,E,96933
27-05-2019,26,34.4,29.2,74,0,8.8,3,80,2,E,96933
28-05-2019,27,34.2,29.3,74,0,7.8,6,90,2,E,96933
29-05-2019,27,34.4,30,72,0,9,7,100,2,E,96933
30-05-2019,25,34.5,28.6,73,0,9,6,110,2,E,96933
31-05-2019,25,33.4,28.7,73,0,8.8,7,90,2,C,96933
01-06-2019,24,34.2,28.3,69,0,8.5,5,120,1,C,96933
02-06-2019,25,34.4,28.4,70,0,9.6,5,90,1,C,96933
03-06-2019,25,32.6,28.3,74,0,8,4,80,1,C,96933
04-06-2019,25,32.5,28.1,76,0,3,4,120,1,C,96933
05-06-2019,25,33.7,28.8,74,0,1,6,110,3,E,96933
06-06-2019,25,33.8,28.7,75,0,8.8,7,100,2,E,96933
07-06-2019,25,33.2,28.8,76,0,8.2,5,90,2,C,96933
08-06-2019,25,34.4,28.7,71,0,8.2,3,90,1,C,96933
09-06-2019,25,34.5,28.7,69,0,7.8,5,120,2,C,96933
10-06-2019,25,34.8,28.9,68,0,8,4,120,2,C,96933
11-06-2019,25,34.3,28.8,69,0,9.3,4,130,2,C,96933
12-06-2019,25,34.2,28.8,67,0,7.9,4,120,1,C,96933
13-06-2019,25,33,28.7,73,0,9.3,5,70,1,C,96933
14-06-2019,26,33.8,29.4,73,,1.8,4,60,2,C,96933
15-06-2019,26,35,29.1,73,0,1.2,5,110,2,E,96933
16-06-2019,24,34.2,27.7,72,0,8,4,90,2,E,96933
17-06-2019,24,32.5,27.4,71,0,9.1,6,130,2,C,96933
18-06-2019,24,31.6,27.6,74,0,8.1,5,100,2,C,96933
19-06-2019,23,32.4,27.4,70,0,4,5,110,1,C,96933
20-06-2019,24,31.8,27.4,70,,4.9,5,100,1,C,96933
21-06-2019,23,33.4,27.4,68,0,4.8,4,120,2,E,96933
22-06-2019,24,34,27.4,75,0,8,4,110,1,E,96933
23-06-2019,24,33.4,28,69,0,8,5,100,2,SE,96933
24-06-2019,24,32.7,27.6,68,0,4.2,5,70,2,C,96933
25-06-2019,24,32.5,27.7,70,0,6.5,6,150,2,E,96933
26-06-2019,23,33,28.1,70,0,3.6,6,140,2,C,96933
27-06-2019,25,32.4,28,70,0,3.2,4,120,1,C,96933
28-06-2019,24,32,27.3,66,0,6.2,4,60,1,C,96933
29-06-2019,22,32,26.4,68,0,8.2,7,90,2,E,96933
30-06-2019,23,31.6,26.5,66,0,7.8,4,90,2,C,96933
01-07-2019,23,32.2,26.7,70,0,8,4,120,2,C,96933
02-07-2019,23,32.8,27.8,69,0,7,4,100,1,C,96933
03-07-2019,24,33.5,28.9,69,0,7.6,5,100,2,E,96933
04-07-2019,26,31.4,28.6,78,0,7.7,6,110,2,E,96933
05-07-2019,26,32.6,28.8,78,1.2,3.4,6,120,2,C,96933
06-07-2019,24,32.6,27.9,74,0.5,6.5,5,140,3,E,96933
